Time[s] MLII[mV] MLII_Filtered[mV] V5[mV] V5_Filterred[mV]
166.497 -0.37 -0.359537 -0.29 -0.273184
166.5 -0.37 -0.360616 -0.27 -0.272471
166.503 -0.365 -0.359356 -0.265 -0.27125
166.506 -0.34 -0.357094 -0.26 -0.269317
166.508 -0.35 -0.35731 -0.265 -0.268362
166.511 -0.355 -0.357329 -0.275 -0.269026
166.514 -0.365 -0.357636 -0.275 -0.268934
166.517 -0.37 -0.357162 -0.265 -0.26652
166.519 -0.36 -0.355735 -0.26 -0.264565
166.522 -0.35 -0.354596 -0.26 -0.263225
166.525 -0.345 -0.354443 -0.26 -0.263509
166.528 -0.345 -0.356021 -0.27 -0.265484
166.531 -0.355 -0.357239 -0.27 -0.266293
166.533 -0.375 -0.357618 -0.27 -0.265396
166.536 -0.355 -0.355559 -0.26 -0.263431
166.539 -0.345 -0.353902 -0.255 -0.262837
166.542 -0.355 -0.353483 -0.255 -0.262638
166.544 -0.36 -0.354567 -0.27 -0.262494
166.547 -0.365 -0.356191 -0.275 -0.262267
166.55 -0.36 -0.356682 -0.27 -0.261071
166.553 -0.355 -0.356597 -0.26 -0.259774
166.556 -0.34 -0.356291 -0.25 -0.25934
166.558 -0.345 -0.355561 -0.245 -0.260029
166.561 -0.355 -0.355834 -0.26 -0.261146
166.564 -0.365 -0.357486 -0.27 -0.262287
166.567 -0.37 -0.357414 -0.255 -0.26204
166.569 -0.36 -0.355742 -0.26 -0.261399
166.572 -0.35 -0.355064 -0.265 -0.260052
166.575 -0.35 -0.355379 -0.26 -0.261028
166.578 -0.36 -0.356566 -0.27 -0.26178
166.581 -0.36 -0.35653 -0.275 -0.26321
166.583 -0.355 -0.356051 -0.265 -0.263686
166.586 -0.355 -0.353529 -0.26 -0.26398
166.589 -0.345 -0.350547 -0.255 -0.263109
166.592 -0.345 -0.348846 -0.255 -0.264315
166.594 -0.35 -0.348859 -0.265 -0.265997
166.597 -0.36 -0.349626 -0.265 -0.266118
166.6 -0.355 -0.34975 -0.275 -0.266213
166.603 -0.345 -0.348797 -0.26 -0.266123
166.606 -0.335 -0.34762 -0.275 -0.267877
166.608 -0.345 -0.34906 -0.27 -0.271017
166.611 -0.345 -0.35077 -0.28 -0.274918
166.614 -0.355 -0.352314 -0.275 -0.278351
166.617 -0.365 -0.353694 -0.285 -0.280502
166.619 -0.36 -0.35472 -0.27 -0.281288
166.622 -0.35 -0.355469 -0.275 -0.282564
166.625 -0.35 -0.356638 -0.285 -0.285005
166.628 -0.355 -0.358398 -0.295 -0.288413
166.631 -0.365 -0.359493 -0.315 -0.292625
166.633 -0.375 -0.359192 -0.295 -0.294201
166.636 -0.355 -0.35743 -0.29 -0.296767
166.639 -0.355 -0.35644 -0.29 -0.299971
166.642 -0.355 -0.356682 -0.29 -0.304577
166.644 -0.36 -0.35806 -0.305 -0.308648
166.647 -0.355 -0.359333 -0.325 -0.313589
166.65 -0.355 -0.359449 -0.325 -0.316174
166.653 -0.35 -0.358145 -0.325 -0.318905
166.656 -0.35 -0.356832 -0.315 -0.322826
166.658 -0.355 -0.356193 -0.315 -0.328406
166.661 -0.365 -0.356662 -0.34 -0.33424
166.664 -0.375 -0.357605 -0.35 -0.338749
166.667 -0.375 -0.357314 -0.345 -0.342233
166.669 -0.355 -0.35703 -0.34 -0.345002
166.672 -0.34 -0.357138 -0.345 -0.348174
166.675 -0.345 -0.358024 -0.345 -0.35245
166.678 -0.355 -0.360026 -0.365 -0.358223
166.681 -0.365 -0.361899 -0.37 -0.362783
166.683 -0.365 -0.361919 -0.365 -0.366311
166.686 -0.36 -0.361389 -0.35 -0.368609
166.689 -0.355 -0.360868 -0.37 -0.371126
166.692 -0.365 -0.362202 -0.375 -0.374429
166.694 -0.37 -0.364956 -0.385 -0.378625
166.697 -0.375 -0.367471 -0.395 -0.381211
166.7 -0.375 -0.36846 -0.385 -0.381317
166.703 -0.375 -0.367128 -0.375 -0.381244
166.706 -0.355 -0.366144 -0.365 -0.379547
166.708 -0.35 -0.365755 -0.375 -0.378642
166.711 -0.365 -0.366273 -0.385 -0.376146
166.714 -0.37 -0.367019 -0.385 -0.371172
166.717 -0.375 -0.365356 -0.365 -0.362924
166.719 -0.36 -0.362148 -0.36 -0.354554
166.722 -0.35 -0.358689 -0.34 -0.345812
166.725 -0.355 -0.356138 -0.335 -0.338457
166.728 -0.355 -0.353648 -0.34 -0.330335
166.731 -0.365 -0.350317 -0.32 -0.320943
166.733 -0.355 -0.346142 -0.31 -0.309294
166.736 -0.345 -0.339474 -0.285 -0.297225
166.739 -0.33 -0.332323 -0.28 -0.287658
166.742 -0.31 -0.326873 -0.28 -0.280132
166.744 -0.32 -0.322205 -0.28 -0.273694
166.747 -0.32 -0.317898 -0.275 -0.266765
166.75 -0.32 -0.312646 -0.265 -0.26033
166.753 -0.3 -0.306105 -0.235 -0.253583
166.756 -0.29 -0.300119 -0.24 -0.24865
166.758 -0.29 -0.295912 -0.24 -0.246089
166.761 -0.295 -0.294132 -0.26 -0.244948
166.764 -0.305 -0.29119 -0.26 -0.243529
166.767 -0.3 -0.288513 -0.24 -0.241126
166.769 -0.285 -0.285394 -0.23 -0.239949
166.772 -0.275 -0.281326 -0.23 -0.240188
166.775 -0.275 -0.280085 -0.235 -0.242327
166.778 -0.275 -0.280137 -0.245 -0.244431
166.781 -0.285 -0.280587 -0.255 -0.246162
166.783 -0.29 -0.280054 -0.25 -0.24533
166.786 -0.275 -0.278802 -0.25 -0.2449
166.789 -0.26 -0.279483 -0.235 -0.245103
166.792 -0.28 -0.281706 -0.25 -0.246545
166.794 -0.285 -0.28575 -0.26 -0.249709
166.797 -0.295 -0.289768 -0.255 -0.250526
166.8 -0.305 -0.292455 -0.25 -0.248717
166.803 -0.29 -0.293903 -0.235 -0.246981
166.806 -0.285 -0.294498 -0.24 -0.245655
166.808 -0.295 -0.295603 -0.245 -0.246383
166.811 -0.305 -0.297153 -0.255 -0.247702
166.814 -0.32 -0.299006 -0.255 -0.248356
166.817 -0.305 -0.299235 -0.245 -0.248236
166.819 -0.295 -0.297135 -0.25 -0.246736
166.822 -0.285 -0.295528 -0.23 -0.247097
166.825 -0.285 -0.295637 -0.24 -0.249706
166.828 -0.29 -0.296791 -0.265 -0.252215
166.831 -0.295 -0.297609 -0.265 -0.253893
166.833 -0.305 -0.296692 -0.265 -0.253962
166.836 -0.295 -0.295124 -0.245 -0.254202
166.839 -0.295 -0.294843 -0.245 -0.255665
166.842 -0.295 -0.296357 -0.25 -0.258269
166.844 -0.3 -0.300502 -0.265 -0.260971
166.847 -0.31 -0.303921 -0.275 -0.262556
166.85 -0.32 -0.305556 -0.27 -0.263566
166.853 -0.3 -0.307713 -0.255 -0.263156
166.856 -0.29 -0.309328 -0.255 -0.263166
166.858 -0.305 -0.311837 -0.265 -0.265425
166.861 -0.32 -0.315356 -0.275 -0.268594
166.864 -0.33 -0.320051 -0.28 -0.271196
166.867 -0.33 -0.322669 -0.27 -0.272001
166.869 -0.325 -0.324714 -0.265 -0.272166
166.872 -0.315 -0.32593 -0.265 -0.273006
166.875 -0.32 -0.32805 -0.27 -0.274874
166.878 -0.345 -0.330664 -0.285 -0.277071
166.881 -0.335 -0.334295 -0.285 -0.278741
166.883 -0.345 -0.335523 -0.285 -0.279214
166.886 -0.34 -0.335038 -0.28 -0.279228
166.889 -0.33 -0.335286 -0.27 -0.27959
166.892 -0.32 -0.33704 -0.28 -0.281414
166.894 -0.335 -0.339256 -0.285 -0.282697
166.897 -0.34 -0.340382 -0.29 -0.283159
166.9 -0.35 -0.340015 -0.28 -0.282318
166.903 -0.34 -0.338802 -0.275 -0.280992
166.906 -0.34 -0.33764 -0.28 -0.279987
166.908 -0.335 -0.338965 -0.285 -0.280294
166.911 -0.345 -0.339872 -0.285 -0.281322
166.914 -0.35 -0.341371 -0.285 -0.283442
166.917 -0.345 -0.342205 -0.285 -0.283485
166.919 -0.33 -0.341922 -0.27 -0.283017
166.922 -0.325 -0.340023 -0.28 -0.284521
166.925 -0.335 -0.339487 -0.28 -0.286643
166.928 -0.35 -0.340544 -0.29 -0.288141
166.931 -0.35 -0.341208 -0.295 -0.287932
166.933 -0.35 -0.341107 -0.295 -0.286589
166.936 -0.34 -0.340938 -0.295 -0.28636
166.939 -0.335 -0.339815 -0.29 -0.286885
166.942 -0.335 -0.339879 -0.275 -0.288377
166.944 -0.34 -0.341654 -0.3 -0.289902
166.947 -0.345 -0.344173 -0.3 -0.291427
166.95 -0.355 -0.346124 -0.28 -0.291007
166.953 -0.35 -0.346788 -0.27 -0.291729
166.956 -0.33 -0.347821 -0.28 -0.291804
166.958 -0.345 -0.351177 -0.295 -0.293359
166.961 -0.35 -0.35519 -0.31 -0.295227
166.964 -0.355 -0.359237 -0.305 -0.296448
166.967 -0.37 -0.361422 -0.305 -0.297226
166.969 -0.375 -0.361868 -0.295 -0.297578
166.972 -0.37 -0.361255 -0.295 -0.296428
166.975 -0.365 -0.361783 -0.295 -0.297663
166.978 -0.36 -0.364005 -0.305 -0.298611
166.981 -0.37 -0.365711 -0.295 -0.296991
166.983 -0.375 -0.367337 -0.3 -0.292787
166.986 -0.36 -0.365897 -0.285 -0.28915
166.989 -0.35 -0.364107 -0.28 -0.287073
166.992 -0.345 -0.362681 -0.285 -0.288279
166.994 -0.355 -0.362126 -0.29 -0.288344
166.997 -0.37 -0.362182 -0.29 -0.288253
167 -0.385 -0.362525 -0.29 -0.28678
167.003 -0.375 -0.362507 -0.275 -0.285263
167.006 -0.35 -0.362581 -0.275 -0.285394
167.008 -0.36 -0.362033 -0.285 -0.287001
167.011 -0.35 -0.363354 -0.305 -0.28822
167.014 -0.36 -0.363102 -0.305 -0.290917
167.017 -0.37 -0.362576 -0.3 -0.291348
167.019 -0.365 -0.35883 -0.27 -0.290959
167.022 -0.35 -0.353176 -0.28 -0.291162
167.025 -0.35 -0.347904 -0.285 -0.292499
167.028 -0.35 -0.344189 -0.3 -0.293107
167.031 -0.35 -0.340739 -0.31 -0.29347
167.033 -0.34 -0.336574 -0.295 -0.292547
167.036 -0.335 -0.330276 -0.29 -0.290444
167.039 -0.305 -0.324341 -0.29 -0.28934
167.042 -0.32 -0.318934 -0.275 -0.289748
167.044 -0.295 -0.314098 -0.29 -0.289534
167.047 -0.31 -0.309057 -0.295 -0.288285
167.05 -0.315 -0.304047 -0.29 -0.284295
167.053 -0.305 -0.297762 -0.275 -0.281138
167.056 -0.285 -0.29163 -0.28 -0.277292
167.058 -0.29 -0.287602 -0.28 -0.275605
167.061 -0.29 -0.284868 -0.275 -0.276595
167.064 -0.29 -0.281791 -0.28 -0.275346
167.067 -0.29 -0.279596 -0.265 -0.273328
167.069 -0.265 -0.275771 -0.255 -0.270982
167.072 -0.255 -0.27416 -0.26 -0.266281
167.075 -0.265 -0.272481 -0.27 -0.263954
167.078 -0.265 -0.271813 -0.275 -0.261708
167.081 -0.275 -0.271388 -0.265 -0.259165
167.083 -0.285 -0.269972 -0.275 -0.255569
167.086 -0.27 -0.26875 -0.26 -0.251066
167.089 -0.265 -0.268978 -0.23 -0.248642
167.092 -0.275 -0.270397 -0.24 -0.246976
167.094 -0.275 -0.271783 -0.24 -0.247095
167.097 -0.28 -0.270752 -0.24 -0.246406
167.1 -0.275 -0.267973 -0.255 -0.244874
167.103 -0.255 -0.265024 -0.235 -0.243911
167.106 -0.255 -0.262922 -0.24 -0.246185
167.108 -0.265 -0.261813 -0.245 -0.250448
167.111 -0.285 -0.263081 -0.25 -0.255034
167.114 -0.275 -0.267663 -0.28 -0.261061
167.117 -0.265 -0.27197 -0.27 -0.266737
167.119 -0.25 -0.277677 -0.27 -0.269415
167.122 -0.25 -0.286692 -0.265 -0.273199
167.125 -0.295 -0.297873 -0.275 -0.279241
167.128 -0.315 -0.311669 -0.29 -0.283975
167.131 -0.325 -0.325667 -0.305 -0.288498
167.133 -0.345 -0.33744 -0.29 -0.290379
167.136 -0.36 -0.348568 -0.285 -0.291303
167.139 -0.37 -0.359511 -0.285 -0.292377
167.142 -0.37 -0.371386 -0.29 -0.293668
167.144 -0.395 -0.381674 -0.295 -0.296538
167.147 -0.405 -0.388957 -0.315 -0.298342
167.15 -0.4 -0.391662 -0.315 -0.298983
167.153 -0.395 -0.391491 -0.28 -0.297942
167.156 -0.38 -0.392292 -0.285 -0.298117
167.158 -0.38 -0.392855 -0.295 -0.300387
167.161 -0.39 -0.392829 -0.305 -0.303727
167.164 -0.39 -0.392656 -0.315 -0.304982
167.167 -0.39 -0.391463 -0.31 -0.304572
167.169 -0.385 -0.388736 -0.3 -0.30431
167.172 -0.38 -0.386322 -0.3 -0.303836
167.175 -0.385 -0.38591 -0.3 -0.30425
167.178 -0.4 -0.387811 -0.31 -0.306141
167.181 -0.4 -0.389152 -0.325 -0.306747
167.183 -0.395 -0.390103 -0.315 -0.304434
167.186 -0.39 -0.389047 -0.295 -0.302331
167.189 -0.38 -0.386662 -0.29 -0.301017
167.192 -0.375 -0.38659 -0.3 -0.30177
167.194 -0.385 -0.388025 -0.315 -0.305247
167.197 -0.41 -0.391123 -0.31 -0.31227
167.2 -0.405 -0.39414 -0.315 -0.321814
167.203 -0.405 -0.397723 -0.305 -0.335869
167.206 -0.39 -0.406067 -0.305 -0.350394
167.208 -0.4 -0.423722 -0.335 -0.36304
167.211 -0.41 -0.447566 -0.355 -0.371571
167.214 -0.435 -0.473423 -0.37 -0.374503
167.217 -0.475 -0.499693 -0.39 -0.370219
167.219 -0.485 -0.524421 -0.4 -0.358274
167.222 -0.5 -0.543875 -0.405 -0.340069
167.225 -0.515 -0.553563 -0.375 -0.31458
167.228 -0.555 -0.5479 -0.33 -0.277398
167.231 -0.595 -0.519532 -0.23 -0.224142
167.233 -0.585 -0.466183 -0.145 -0.152905
167.236 -0.495 -0.384998 -0.075 -0.0681481
167.239 -0.385 -0.274734 -0.03 0.0177378
167.242 -0.275 -0.138182 0.03 0.0923047
167.244 -0.13 0.0134799 0.1 0.145574
167.247 0.065 0.167233 0.17 0.174632
167.25 0.285 0.309307 0.26 0.180062
167.253 0.5 0.426754 0.34 0.16269
167.256 0.665 0.512542 0.375 0.126141
167.258 0.77 0.555492 0.3 0.0729078
167.261 0.825 0.551469 0.13 0.0116787
167.264 0.815 0.505346 -0.1 -0.0533998
167.267 0.675 0.42753 -0.31 -0.120904
167.269 0.43 0.323857 -0.43 -0.189555
167.272 0.155 0.198768 -0.445 -0.258251
167.275 -0.13 0.0594867 -0.43 -0.320966
167.278 -0.34 -0.0841337 -0.41 -0.374649
167.281 -0.47 -0.21862 -0.39 -0.41235
167.283 -0.565 -0.336571 -0.37 -0.42865
167.286 -0.565 -0.431312 -0.34 -0.424238
167.289 -0.515 -0.499698 -0.33 -0.405034
167.292 -0.47 -0.538786 -0.345 -0.380075
167.294 -0.455 -0.547548 -0.355 -0.359057
167.297 -0.45 -0.533429 -0.375 -0.347548
167.3 -0.45 -0.507685 -0.355 -0.343249
167.303 -0.445 -0.478745 -0.355 -0.342404
167.306 -0.425 -0.455142 -0.34 -0.342836
167.308 -0.445 -0.439841 -0.335 -0.345096
167.311 -0.44 -0.432146 -0.35 -0.348197
167.314 -0.445 -0.432293 -0.345 -0.349456
167.317 -0.44 -0.435273 -0.345 -0.348718
167.319 -0.43 -0.437293 -0.345 -0.345905
167.322 -0.43 -0.43873 -0.345 -0.345023
167.325 -0.44 -0.440188 -0.34 -0.345899
167.328 -0.445 -0.442195 -0.355 -0.348352
167.331 -0.45 -0.443898 -0.355 -0.348071
167.333 -0.455 -0.44533 -0.36 -0.347189
167.336 -0.445 -0.443864 -0.345 -0.345704
167.339 -0.435 -0.444392 -0.33 -0.343678
167.342 -0.44 -0.444861 -0.345 -0.344228
167.344 -0.45 -0.446512 -0.345 -0.344575
167.347 -0.46 -0.447991 -0.36 -0.344578
167.35 -0.45 -0.447386 -0.345 -0.343432
167.353 -0.445 -0.446528 -0.325 -0.342475
167.356 -0.435 -0.446517 -0.32 -0.341796
167.358 -0.44 -0.447319 -0.34 -0.341849
167.361 -0.44 -0.448781 -0.355 -0.342556
167.364 -0.46 -0.449397 -0.355 -0.343969
167.367 -0.455 -0.449652 -0.36 -0.343959
167.369 -0.455 -0.447929 -0.34 -0.342618
167.372 -0.445 -0.446247 -0.335 -0.343068
167.375 -0.44 -0.446732 -0.335 -0.343287
167.378 -0.455 -0.448516 -0.35 -0.345343
167.381 -0.455 -0.448772 -0.35 -0.346363
167.383 -0.45 -0.447986 -0.34 -0.345257
167.386 -0.44 -0.446141 -0.345 -0.344037
167.389 -0.43 -0.444353 -0.34 -0.34323
167.392 -0.445 -0.443566 -0.34 -0.345304
167.394 -0.44 -0.445614 -0.35 -0.347511
167.397 -0.455 -0.445964 -0.355 -0.349652
167.4 -0.46 -0.446035 -0.345 -0.348779
167.403 -0.44 -0.444585 -0.35 -0.34719
167.406 -0.43 -0.442764 -0.345 -0.346232
167.408 -0.44 -0.44315 -0.35 -0.347269
167.411 -0.45 -0.444297 -0.36 -0.348821
167.414 -0.455 -0.445337 -0.35 -0.349258
167.417 -0.46 -0.445941 -0.36 -0.349711
167.419 -0.445 -0.445037 -0.335 -0.348454
167.422 -0.42 -0.445219 -0.33 -0.348714
167.425 -0.435 -0.4456 -0.335 -0.3505
167.428 -0.44 -0.446229 -0.36 -0.35277
167.431 -0.455 -0.447532 -0.37 -0.353488
167.433 -0.46 -0.446528 -0.365 -0.354918
167.436 -0.45 -0.443235 -0.355 -0.355969
167.439 -0.445 -0.440835 -0.35 -0.358547
167.442 -0.445 -0.440183 -0.355 -0.362431
167.444 -0.44 -0.440843 -0.36 -0.365273
167.447 -0.445 -0.441592 -0.385 -0.36824
167.45 -0.44 -0.442027 -0.37 -0.367569
167.453 -0.425 -0.440016 -0.36 -0.366022
167.456 -0.43 -0.438122 -0.36 -0.364861
167.458 -0.425 -0.437352 -0.375 -0.365449
167.461 -0.435 -0.437862 -0.375 -0.36693
167.464 -0.455 -0.439297 -0.38 -0.36812
167.467 -0.455 -0.439686 -0.365 -0.368905
167.469 -0.445 -0.440178 -0.355 -0.3694
167.472 -0.435 -0.440879 -0.355 -0.370871
167.475 -0.445 -0.442981 -0.36 -0.372596
167.478 -0.44 -0.446355 -0.385 -0.376558
167.481 -0.445 -0.44991 -0.39 -0.379801
167.483 -0.455 -0.450273 -0.385 -0.382424
167.486 -0.445 -0.450578 -0.385 -0.385085
167.489 -0.445 -0.450417 -0.39 -0.39032
167.492 -0.445 -0.450543 -0.4 -0.396473
167.494 -0.46 -0.453081 -0.405 -0.403362
167.497 -0.465 -0.455699 -0.41 -0.408633
167.5 -0.475 -0.458177 -0.405 -0.411762
167.503 -0.46 -0.458537 -0.41 -0.414209
167.506 -0.45 -0.459601 -0.415 -0.417231
167.508 -0.44 -0.460663 -0.425 -0.423408
167.511 -0.465 -0.462851 -0.435 -0.429637
167.514 -0.47 -0.465768 -0.445 -0.43459
167.517 -0.47 -0.467873 -0.435 -0.438102
167.519 -0.475 -0.469052 -0.43 -0.441177
167.522 -0.465 -0.470059 -0.43 -0.444397
167.525 -0.47 -0.473218 -0.44 -0.448068
167.528 -0.465 -0.476865 -0.46 -0.450123
167.531 -0.485 -0.480735 -0.47 -0.450422
167.533 -0.49 -0.482687 -0.465 -0.449402
167.536 -0.49 -0.484209 -0.44 -0.446989
167.539 -0.48 -0.483169 -0.435 -0.443611
167.542 -0.48 -0.483764 -0.435 -0.439199
167.544 -0.48 -0.483498 -0.44 -0.434747
167.547 -0.49 -0.482223 -0.435 -0.427782
167.55 -0.49 -0.479841 -0.425 -0.419282
167.553 -0.47 -0.474004 -0.4 -0.409232
167.556 -0.46 -0.466853 -0.4 -0.398424
167.558 -0.46 -0.459021 -0.39 -0.388761
167.561 -0.465 -0.45108 -0.38 -0.381151
167.564 -0.445 -0.443284 -0.37 -0.373334
167.567 -0.445 -0.434858 -0.36 -0.362757
167.569 -0.42 -0.42475 -0.355 -0.352563
167.572 -0.41 -0.415044 -0.34 -0.344245
167.575 -0.395 -0.406208 -0.34 -0.338444
167.578 -0.385 -0.399472 -0.33 -0.333411
167.581 -0.395 -0.393119 -0.325 -0.3283
167.583 -0.395 -0.386811 -0.325 -0.321484
167.586 -0.375 -0.379449 -0.32 -0.316041
167.589 -0.375 -0.373568 -0.3 -0.311675
167.592 -0.365 -0.369807 -0.3 -0.309021
167.594 -0.365 -0.366582 -0.32 -0.306273
167.597 -0.375 -0.364469 -0.32 -0.302561
167.6 -0.37 -0.361571 -0.305 -0.298736
167.603 -0.36 -0.358382 -0.285 -0.294962
167.606 -0.345 -0.353949 -0.28 -0.292906
167.608 -0.35 -0.349693 -0.285 -0.292447
167.611 -0.34 -0.347452 -0.3 -0.292594
167.614 -0.355 -0.346084 -0.3 -0.292609
167.617 -0.35 -0.344366 -0.295 -0.292079
167.619 -0.345 -0.343202 -0.275 -0.289362
167.622 -0.335 -0.341911 -0.275 -0.288187
167.625 -0.335 -0.342061 -0.29 -0.2893
167.628 -0.335 -0.343965 -0.305 -0.29151
167.631 -0.34 -0.346244 -0.31 -0.292847
167.633 -0.355 -0.34778 -0.305 -0.293125
167.636 -0.355 -0.348403 -0.285 -0.291721
167.639 -0.35 -0.350346 -0.275 -0.290933
167.642 -0.355 -0.35179 -0.28 -0.29247
167.644 -0.355 -0.354441 -0.29 -0.292931
167.647 -0.36 -0.356871 -0.31 -0.29353
167.65 -0.365 -0.357373 -0.295 -0.291767
167.653 -0.355 -0.356241 -0.29 -0.288477
167.656 -0.35 -0.354975 -0.285 -0.286966
167.658 -0.35 -0.354161 -0.29 -0.287793
167.661 -0.36 -0.354786 -0.285 -0.289964
167.664 -0.365 -0.356348 -0.3 -0.292625
167.667 -0.355 -0.357017 -0.295 -0.292452
167.669 -0.35 -0.356947 -0.275 -0.292097
167.672 -0.345 -0.356711 -0.29 -0.292285
167.675 -0.34 -0.356868 -0.285 -0.293665
167.678 -0.36 -0.359201 -0.295 -0.297122
167.681 -0.375 -0.361098 -0.315 -0.298805
167.683 -0.38 -0.362298 -0.31 -0.299446
167.686 -0.375 -0.362612 -0.3 -0.299166
167.689 -0.355 -0.361883 -0.295 -0.299501
167.692 -0.35 -0.362548 -0.29 -0.300477
167.694 -0.36 -0.364279 -0.315 -0.302045
167.697 -0.365 -0.365147 -0.31 -0.30307
167.7 -0.375 -0.364807 -0.305 -0.30159
167.703 -0.375 -0.364031 -0.295 -0.300989
167.706 -0.35 -0.362375 -0.285 -0.300575
167.708 -0.36 -0.363173 -0.295 -0.302068
167.711 -0.36 -0.36676 -0.305 -0.304874
167.714 -0.365 -0.370387 -0.315 -0.307179
167.717 -0.38 -0.37365 -0.315 -0.30881
167.719 -0.375 -0.37586 -0.3 -0.308725
167.722 -0.37 -0.377553 -0.305 -0.308722
167.725 -0.375 -0.380044 -0.31 -0.31077
167.728 -0.39 -0.383235 -0.325 -0.312708
167.731 -0.395 -0.385958 -0.33 -0.31559
167.733 -0.405 -0.388663 -0.325 -0.316567
167.736 -0.395 -0.389743 -0.305 -0.316536
167.739 -0.375 -0.390342 -0.305 -0.31709
167.742 -0.385 -0.391213 -0.31 -0.318583
167.744 -0.395 -0.392909 -0.31 -0.320422
167.747 -0.395 -0.39383 -0.33 -0.322048
167.75 -0.395 -0.394284 -0.325 -0.321549
167.753 -0.39 -0.393338 -0.325 -0.320477
167.756 -0.38 -0.392107 -0.33 -0.320646
167.758 -0.395 -0.391896 -0.315 -0.322301
167.761 -0.4 -0.392442 -0.33 -0.324483
167.764 -0.395 -0.392971 -0.33 -0.325533
167.767 -0.405 -0.392712 -0.325 -0.3243
167.769 -0.395 -0.390325 -0.315 -0.322741
167.772 -0.375 -0.388653 -0.315 -0.321241
167.775 -0.39 -0.388269 -0.315 -0.320309
167.778 -0.385 -0.38956 -0.325 -0.320677
167.781 -0.39 -0.390353 -0.335 -0.320685
167.783 -0.39 -0.38916 -0.32 -0.319405
167.786 -0.385 -0.386883 -0.31 -0.318115
167.789 -0.375 -0.385837 -0.305 -0.316102
167.792 -0.385 -0.385914 -0.315 -0.316641
167.794 -0.39 -0.386523 -0.325 -0.317172
167.797 -0.4 -0.388274 -0.325 -0.317605
167.8 -0.4 -0.389071 -0.325 -0.31583
167.803 -0.395 -0.387612 -0.31 -0.315033
167.806 -0.37 -0.387499 -0.305 -0.313612
167.808 -0.37 -0.387009 -0.3 -0.313498
167.811 -0.39 -0.38771 -0.315 -0.314492
167.814 -0.395 -0.387756 -0.325 -0.313802
167.817 -0.395 -0.386916 -0.325 -0.311757
167.819 -0.39 -0.385034 -0.305 -0.309631
167.822 -0.38 -0.383277 -0.305 -0.308696
167.825 -0.375 -0.382267 -0.3 -0.308722
167.828 -0.38 -0.383326 -0.32 -0.309356
167.831 -0.39 -0.383942 -0.305 -0.309268
167.833 -0.385 -0.384789 -0.31 -0.308104
167.836 -0.385 -0.38228 -0.3 -0.305742
167.839 -0.37 -0.379166 -0.295 -0.303472
167.842 -0.375 -0.377811 -0.305 -0.30204
167.844 -0.38 -0.377023 -0.315 -0.301296
167.847 -0.38 -0.376482 -0.31 -0.301214
167.85 -0.385 -0.375433 -0.3 -0.298674
167.853 -0.38 -0.373663 -0.295 -0.297823
167.856 -0.36 -0.370664 -0.285 -0.296839
167.858 -0.365 -0.369376 -0.295 -0.298612
167.861 -0.355 -0.367911 -0.295 -0.29968
167.864 -0.37 -0.365768 -0.305 -0.301208
167.867 -0.37 -0.362445 -0.295 -0.300807
167.869 -0.36 -0.357687 -0.295 -0.299939
167.872 -0.355 -0.35349 -0.3 -0.300887
167.875 -0.35 -0.350157 -0.3 -0.302831
167.878 -0.35 -0.347715 -0.325 -0.304004
167.881 -0.345 -0.344143 -0.31 -0.303916
167.883 -0.35 -0.339941 -0.31 -0.301934
167.886 -0.32 -0.333893 -0.295 -0.299379
167.889 -0.32 -0.328374 -0.29 -0.297403
167.892 -0.315 -0.321871 -0.285 -0.294642
167.894 -0.325 -0.316406 -0.3 -0.292656
167.897 -0.325 -0.31103 -0.3 -0.289245
167.9 -0.315 -0.304626 -0.28 -0.284819
167.903 -0.3 -0.297363 -0.27 -0.280673
167.906 -0.275 -0.291352 -0.27 -0.276785
167.908 -0.285 -0.286894 -0.27 -0.274686
167.911 -0.285 -0.283861 -0.285 -0.272726
167.914 -0.285 -0.281749 -0.275 -0.269534
167.917 -0.275 -0.27701 -0.265 -0.265477
167.919 -0.27 -0.274884 -0.265 -0.260686
167.922 -0.265 -0.27363 -0.255 -0.256688
167.925 -0.265 -0.275598 -0.255 -0.255289
167.928 -0.275 -0.280248 -0.26 -0.254895
167.931 -0.295 -0.283658 -0.255 -0.252731
167.933 -0.29 -0.284717 -0.245 -0.251113
167.936 -0.285 -0.283195 -0.245 -0.24959
167.939 -0.275 -0.281142 -0.23 -0.24931
167.942 -0.285 -0.281257 -0.25 -0.25116
167.944 -0.315 -0.282924 -0.255 -0.253712
167.947 -0.3 -0.283401 -0.27 -0.255628
167.95 -0.3 -0.284371 -0.265 -0.25804
167.953 -0.28 -0.286934 -0.255 -0.259874
167.956 -0.25 -0.29 -0.255 -0.262739
167.958 -0.26 -0.295541 -0.275 -0.267081
167.961 -0.285 -0.303852 -0.27 -0.27092
167.964 -0.305 -0.31211 -0.28 -0.274268
167.967 -0.34 -0.32075 -0.275 -0.277117
167.969 -0.335 -0.32856 -0.275 -0.27772
167.972 -0.335 -0.336813 -0.27 -0.279271
167.975 -0.365 -0.348602 -0.28 -0.281113
167.978 -0.38 -0.359908 -0.285 -0.283089
167.981 -0.375 -0.370175 -0.295 -0.284344
167.983 -0.385 -0.37726 -0.29 -0.283385
167.986 -0.375 -0.379593 -0.28 -0.281729
167.989 -0.37 -0.380476 -0.285 -0.281782
