Time MLII[mV] V5[mV]
162.864 -0.585 -0.080
162.867 -0.555 -0.070
162.869 -0.560 -0.080
162.872 -0.560 -0.110
162.875 -0.550 -0.135
162.878 -0.555 -0.135
162.881 -0.530 -0.140
162.883 -0.520 -0.135
162.886 -0.505 -0.130
162.889 -0.510 -0.135
162.892 -0.505 -0.145
162.894 -0.510 -0.145
162.897 -0.500 -0.140
162.900 -0.490 -0.130
162.903 -0.465 -0.135
162.906 -0.460 -0.135
162.908 -0.465 -0.155
162.911 -0.465 -0.160
162.914 -0.460 -0.160
162.917 -0.450 -0.150
162.919 -0.470 -0.155
162.922 -0.475 -0.170
162.925 -0.495 -0.175
162.928 -0.515 -0.180
162.931 -0.515 -0.175
162.933 -0.510 -0.145
162.936 -0.505 -0.150
162.939 -0.520 -0.160
162.942 -0.535 -0.170
162.944 -0.555 -0.165
162.947 -0.555 -0.145
162.950 -0.570 -0.135
162.953 -0.560 -0.125
162.956 -0.570 -0.125
162.958 -0.580 -0.120
162.961 -0.600 -0.100
162.964 -0.605 -0.095
162.967 -0.590 -0.080
162.969 -0.605 -0.070
162.972 -0.605 -0.080
162.975 -0.615 -0.080
162.978 -0.630 -0.075
162.981 -0.620 -0.065
162.983 -0.615 -0.045
162.986 -0.600 -0.045
162.989 -0.610 -0.065
162.992 -0.635 -0.075
162.994 -0.650 -0.100
162.997 -0.655 -0.110
163.000 -0.640 -0.100
163.003 -0.640 -0.090
163.006 -0.645 -0.120
163.008 -0.655 -0.125
163.011 -0.650 -0.130
163.014 -0.640 -0.125
163.017 -0.625 -0.110
163.019 -0.640 -0.100
163.022 -0.645 -0.115
163.025 -0.655 -0.115
163.028 -0.655 -0.135
163.031 -0.640 -0.130
163.033 -0.630 -0.115
163.036 -0.630 -0.100
163.039 -0.640 -0.120
163.042 -0.650 -0.135
163.044 -0.645 -0.155
163.047 -0.640 -0.150
163.050 -0.630 -0.125
163.053 -0.630 -0.125
163.056 -0.620 -0.140
163.058 -0.630 -0.150
163.061 -0.625 -0.165
163.064 -0.615 -0.150
163.067 -0.610 -0.125
163.069 -0.600 -0.135
163.072 -0.605 -0.140
163.075 -0.620 -0.150
163.078 -0.635 -0.135
163.081 -0.620 -0.115
163.083 -0.590 -0.095
163.086 -0.590 -0.095
163.089 -0.600 -0.080
163.092 -0.600 -0.080
163.094 -0.615 -0.075
163.097 -0.600 -0.055
163.100 -0.600 -0.045
163.103 -0.570 -0.050
163.106 -0.570 -0.075
163.108 -0.580 -0.065
163.111 -0.605 -0.075
163.114 -0.595 -0.060
163.117 -0.590 -0.065
163.119 -0.580 -0.075
163.122 -0.575 -0.115
163.125 -0.590 -0.115
163.128 -0.595 -0.130
163.131 -0.590 -0.120
163.133 -0.590 -0.115
163.136 -0.580 -0.115
163.139 -0.580 -0.120
163.142 -0.585 -0.120
163.144 -0.595 -0.110
163.147 -0.595 -0.105
163.150 -0.595 -0.095
163.153 -0.580 -0.110
163.156 -0.580 -0.130
163.158 -0.590 -0.130
163.161 -0.605 -0.145
163.164 -0.605 -0.145
163.167 -0.590 -0.130
163.169 -0.600 -0.140
163.172 -0.595 -0.145
163.175 -0.600 -0.145
163.178 -0.605 -0.150
163.181 -0.590 -0.140
163.183 -0.575 -0.130
163.186 -0.580 -0.135
163.189 -0.595 -0.120
163.192 -0.600 -0.140
163.194 -0.605 -0.125
163.197 -0.590 -0.120
163.200 -0.585 -0.100
163.203 -0.570 -0.095
163.206 -0.575 -0.100
163.208 -0.585 -0.095
163.211 -0.605 -0.085
163.214 -0.600 -0.075
163.217 -0.595 -0.060
163.219 -0.590 -0.065
163.222 -0.575 -0.065
163.225 -0.575 -0.070
163.228 -0.595 -0.065
163.231 -0.590 -0.060
163.233 -0.585 -0.045
163.236 -0.585 -0.055
163.239 -0.575 -0.085
163.242 -0.580 -0.110
163.244 -0.590 -0.115
163.247 -0.590 -0.110
163.250 -0.585 -0.110
163.253 -0.570 -0.115
163.256 -0.570 -0.125
163.258 -0.570 -0.125
163.261 -0.585 -0.125
163.264 -0.580 -0.110
163.267 -0.570 -0.090
163.269 -0.560 -0.075
163.272 -0.555 -0.110
163.275 -0.535 -0.130
163.278 -0.545 -0.140
163.281 -0.525 -0.135
163.283 -0.515 -0.130
163.286 -0.510 -0.130
163.289 -0.530 -0.130
163.292 -0.535 -0.135
163.294 -0.530 -0.145
163.297 -0.525 -0.140
163.300 -0.495 -0.130
163.303 -0.470 -0.140
163.306 -0.465 -0.150
163.308 -0.465 -0.150
163.311 -0.455 -0.145
163.314 -0.430 -0.120
163.317 -0.425 -0.120
163.319 -0.445 -0.115
163.322 -0.455 -0.120
163.325 -0.465 -0.130
163.328 -0.470 -0.115
163.331 -0.465 -0.095
163.333 -0.465 -0.100
163.336 -0.460 -0.085
163.339 -0.470 -0.085
163.342 -0.480 -0.075
163.344 -0.490 -0.075
163.347 -0.490 -0.075
163.350 -0.490 -0.055
163.353 -0.485 -0.065
163.356 -0.500 -0.075
163.358 -0.515 -0.100
163.361 -0.545 -0.115
163.364 -0.545 -0.120
163.367 -0.545 -0.115
163.369 -0.550 -0.105
163.372 -0.565 -0.115
163.375 -0.555 -0.135
163.378 -0.585 -0.135
163.381 -0.585 -0.130
163.383 -0.565 -0.125
163.386 -0.555 -0.130
163.389 -0.560 -0.115
163.392 -0.585 -0.130
163.394 -0.600 -0.135
163.397 -0.595 -0.125
163.400 -0.585 -0.120
163.403 -0.575 -0.125
163.406 -0.565 -0.140
163.408 -0.565 -0.150
163.411 -0.570 -0.160
163.414 -0.570 -0.150
163.417 -0.575 -0.145
163.419 -0.570 -0.140
163.422 -0.580 -0.140
163.425 -0.590 -0.150
163.428 -0.625 -0.150
163.431 -0.640 -0.145
163.433 -0.635 -0.130
163.436 -0.610 -0.135
163.439 -0.535 -0.115
163.442 -0.365 -0.120
163.444 -0.120 -0.120
163.447 0.180 -0.110
163.450 0.515 -0.095
163.453 0.850 -0.120
163.456 1.095 -0.125
163.458 1.120 -0.150
163.461 0.895 -0.145
163.464 0.590 -0.155
163.467 0.325 -0.125
163.469 0.135 -0.105
163.472 0.025 -0.075
163.475 -0.030 -0.055
163.478 -0.100 -0.050
163.481 -0.205 -0.065
163.483 -0.270 -0.065
163.486 -0.305 -0.095
163.489 -0.345 -0.110
163.492 -0.400 -0.120
163.494 -0.450 -0.115
163.497 -0.490 -0.115
163.500 -0.510 -0.110
163.503 -0.540 -0.135
163.506 -0.565 -0.125
163.508 -0.580 -0.130
163.511 -0.595 -0.130
163.514 -0.590 -0.120
163.517 -0.590 -0.120
163.519 -0.580 -0.115
163.522 -0.585 -0.125
163.525 -0.610 -0.140
163.528 -0.625 -0.160
163.531 -0.615 -0.145
163.533 -0.600 -0.125
163.536 -0.590 -0.140
163.539 -0.590 -0.145
163.542 -0.600 -0.155
163.544 -0.610 -0.155
163.547 -0.600 -0.140
163.550 -0.595 -0.140
163.553 -0.585 -0.140
163.556 -0.595 -0.135
163.558 -0.605 -0.145
163.561 -0.610 -0.140
163.564 -0.615 -0.135
163.567 -0.610 -0.115
163.569 -0.595 -0.120
163.572 -0.605 -0.115
163.575 -0.605 -0.125
163.578 -0.610 -0.100
163.581 -0.600 -0.090
163.583 -0.595 -0.070
163.586 -0.595 -0.080
163.589 -0.600 -0.060
163.592 -0.600 -0.070
163.594 -0.610 -0.065
163.597 -0.600 -0.060
163.600 -0.590 -0.045
163.603 -0.580 -0.060
163.606 -0.590 -0.075
163.608 -0.605 -0.110
163.611 -0.600 -0.120
163.614 -0.590 -0.120
163.617 -0.580 -0.120
163.619 -0.580 -0.125
163.622 -0.585 -0.135
163.625 -0.600 -0.135
163.628 -0.610 -0.135
163.631 -0.605 -0.130
163.633 -0.590 -0.110
163.636 -0.570 -0.115
163.639 -0.580 -0.110
163.642 -0.590 -0.125
163.644 -0.590 -0.130
163.647 -0.585 -0.120
163.650 -0.575 -0.115
163.653 -0.560 -0.130
163.656 -0.575 -0.145
163.658 -0.585 -0.155
163.661 -0.580 -0.155
163.664 -0.565 -0.140
163.667 -0.565 -0.140
163.669 -0.565 -0.145
163.672 -0.555 -0.155
163.675 -0.560 -0.160
163.678 -0.540 -0.155
163.681 -0.535 -0.145
163.683 -0.520 -0.120
163.686 -0.495 -0.140
163.689 -0.505 -0.145
163.692 -0.505 -0.140
163.694 -0.500 -0.150
163.697 -0.500 -0.130
163.700 -0.480 -0.100
163.703 -0.465 -0.095
163.706 -0.460 -0.090
163.708 -0.455 -0.095
163.711 -0.455 -0.080
163.714 -0.445 -0.060
163.717 -0.430 -0.050
163.719 -0.415 -0.050
163.722 -0.380 -0.070
163.725 -0.380 -0.080
163.728 -0.370 -0.090
163.731 -0.370 -0.080
163.733 -0.360 -0.085
163.736 -0.340 -0.110
163.739 -0.340 -0.120
163.742 -0.335 -0.135
163.744 -0.330 -0.130
163.747 -0.325 -0.135
163.750 -0.315 -0.125
163.753 -0.305 -0.125
163.756 -0.305 -0.135
163.758 -0.305 -0.145
163.761 -0.315 -0.140
163.764 -0.310 -0.130
163.767 -0.295 -0.130
163.769 -0.290 -0.125
163.772 -0.305 -0.135
163.775 -0.335 -0.145
163.778 -0.350 -0.150
163.781 -0.345 -0.150
163.783 -0.340 -0.140
163.786 -0.355 -0.145
163.789 -0.375 -0.155
163.792 -0.390 -0.160
163.794 -0.405 -0.155
163.797 -0.410 -0.155
163.800 -0.410 -0.130
163.803 -0.405 -0.135
163.806 -0.410 -0.135
163.808 -0.430 -0.135
163.811 -0.445 -0.135
163.814 -0.460 -0.125
163.817 -0.455 -0.110
163.819 -0.445 -0.115
163.822 -0.450 -0.110
163.825 -0.465 -0.100
163.828 -0.465 -0.090
163.831 -0.480 -0.085
163.833 -0.470 -0.065
163.836 -0.460 -0.060
163.839 -0.465 -0.045
163.842 -0.465 -0.055
163.844 -0.460 -0.055
163.847 -0.470 -0.040
163.850 -0.480 -0.035
163.853 -0.475 -0.050
163.856 -0.485 -0.070
163.858 -0.485 -0.095
163.861 -0.495 -0.110
163.864 -0.495 -0.095
163.867 -0.485 -0.095
163.869 -0.480 -0.105
163.872 -0.470 -0.105
163.875 -0.485 -0.115
163.878 -0.500 -0.115
163.881 -0.495 -0.110
163.883 -0.470 -0.110
163.886 -0.450 -0.100
163.889 -0.460 -0.105
163.892 -0.470 -0.110
163.894 -0.480 -0.115
163.897 -0.480 -0.120
163.900 -0.470 -0.120
163.903 -0.460 -0.125
163.906 -0.470 -0.135
163.908 -0.465 -0.145
163.911 -0.465 -0.150
163.914 -0.450 -0.135
163.917 -0.450 -0.125
163.919 -0.440 -0.125
163.922 -0.440 -0.140
163.925 -0.450 -0.140
163.928 -0.455 -0.140
163.931 -0.440 -0.140
163.933 -0.430 -0.120
163.936 -0.430 -0.125
163.939 -0.435 -0.125
163.942 -0.440 -0.140
163.944 -0.435 -0.120
163.947 -0.425 -0.100
163.950 -0.415 -0.080
163.953 -0.410 -0.085
163.956 -0.405 -0.065
163.958 -0.425 -0.065
163.961 -0.420 -0.055
163.964 -0.405 -0.045
163.967 -0.415 -0.035
163.969 -0.400 -0.045
163.972 -0.395 -0.050
163.975 -0.405 -0.070
163.978 -0.425 -0.065
163.981 -0.415 -0.075
163.983 -0.405 -0.080
163.986 -0.400 -0.095
163.989 -0.405 -0.100
163.992 -0.400 -0.115
163.994 -0.410 -0.115
163.997 -0.410 -0.115
164.000 -0.400 -0.110
164.003 -0.390 -0.110
164.006 -0.400 -0.120
164.008 -0.410 -0.125
164.011 -0.415 -0.120
164.014 -0.415 -0.125
164.017 -0.400 -0.100
164.019 -0.385 -0.105
164.022 -0.395 -0.110
164.025 -0.400 -0.135
164.028 -0.405 -0.145
164.031 -0.390 -0.140
164.033 -0.400 -0.130
164.036 -0.385 -0.130
164.039 -0.410 -0.130
164.042 -0.415 -0.155
164.044 -0.420 -0.145
164.047 -0.405 -0.145
164.050 -0.405 -0.130
164.053 -0.390 -0.130
164.056 -0.390 -0.125
164.058 -0.395 -0.135
164.061 -0.405 -0.130
164.064 -0.410 -0.110
164.067 -0.405 -0.100
164.069 -0.395 -0.095
164.072 -0.400 -0.085
164.075 -0.415 -0.095
164.078 -0.415 -0.070
164.081 -0.405 -0.075
164.083 -0.405 -0.050
164.086 -0.390 -0.040
164.089 -0.405 -0.050
164.092 -0.410 -0.065
164.094 -0.425 -0.070
164.097 -0.420 -0.060
164.100 -0.410 -0.070
164.103 -0.395 -0.070
164.106 -0.395 -0.095
164.108 -0.395 -0.110
164.111 -0.405 -0.120
164.114 -0.415 -0.110
164.117 -0.400 -0.100
164.119 -0.405 -0.110
164.122 -0.410 -0.120
164.125 -0.415 -0.125
164.128 -0.435 -0.125
164.131 -0.405 -0.105
164.133 -0.400 -0.095
164.136 -0.400 -0.105
164.139 -0.400 -0.115
164.142 -0.405 -0.120
164.144 -0.410 -0.130
164.147 -0.405 -0.130
164.150 -0.395 -0.120
164.153 -0.385 -0.125
164.156 -0.390 -0.130
164.158 -0.410 -0.150
164.161 -0.415 -0.145
164.164 -0.390 -0.130
164.167 -0.375 -0.120
164.169 -0.360 -0.130
164.172 -0.350 -0.125
164.175 -0.340 -0.130
164.178 -0.330 -0.130
164.181 -0.340 -0.120
164.183 -0.340 -0.115
164.186 -0.340 -0.095
164.189 -0.335 -0.090
164.192 -0.335 -0.090
164.194 -0.340 -0.080
164.197 -0.325 -0.055
164.200 -0.295 -0.040
164.203 -0.275 -0.030
164.206 -0.230 -0.035
164.208 -0.230 -0.050
164.211 -0.270 -0.045
164.214 -0.280 -0.050
164.217 -0.275 -0.055
164.219 -0.280 -0.075
164.222 -0.285 -0.100
164.225 -0.295 -0.115
164.228 -0.305 -0.120
164.231 -0.295 -0.115
164.233 -0.290 -0.100
164.236 -0.285 -0.115
164.239 -0.305 -0.110
164.242 -0.310 -0.125
164.244 -0.345 -0.130
164.247 -0.345 -0.125
164.250 -0.350 -0.120
164.253 -0.355 -0.115
164.256 -0.375 -0.115
164.258 -0.400 -0.135
164.261 -0.410 -0.130
164.264 -0.415 -0.130
164.267 -0.410 -0.135
164.269 -0.390 -0.125
164.272 -0.400 -0.140
164.275 -0.410 -0.150
164.278 -0.425 -0.150
164.281 -0.420 -0.135
164.283 -0.415 -0.130
164.286 -0.400 -0.135
164.289 -0.400 -0.145
164.292 -0.405 -0.150
164.294 -0.430 -0.135
164.297 -0.435 -0.125
164.300 -0.430 -0.110
164.303 -0.415 -0.110
164.306 -0.410 -0.100
164.308 -0.415 -0.095
164.311 -0.435 -0.095
164.314 -0.440 -0.085
164.317 -0.450 -0.060
164.319 -0.460 -0.065
164.322 -0.490 -0.050
164.325 -0.520 -0.050
164.328 -0.475 -0.045
164.331 -0.350 -0.030
164.333 -0.150 -0.025
164.336 0.110 -0.045
164.339 0.450 -0.075
164.342 0.820 -0.105
164.344 1.125 -0.135
164.347 1.305 -0.155
164.350 1.250 -0.180
164.353 0.990 -0.215
164.356 0.650 -0.230
164.358 0.365 -0.210
164.361 0.185 -0.170
164.364 0.110 -0.125
164.367 0.095 -0.090
164.369 0.045 -0.095
164.372 -0.060 -0.100
164.375 -0.130 -0.125
164.378 -0.190 -0.135
164.381 -0.235 -0.130
164.383 -0.285 -0.120
164.386 -0.320 -0.135
164.389 -0.365 -0.140
164.392 -0.405 -0.150
164.394 -0.430 -0.145
164.397 -0.445 -0.130
164.400 -0.450 -0.115
164.403 -0.450 -0.125
164.406 -0.455 -0.125
164.408 -0.455 -0.135
164.411 -0.465 -0.140
164.414 -0.455 -0.145
164.417 -0.445 -0.130
164.419 -0.450 -0.125
164.422 -0.455 -0.130
164.425 -0.470 -0.125
164.428 -0.480 -0.125
164.431 -0.490 -0.105
164.433 -0.485 -0.070
164.436 -0.465 -0.065
164.439 -0.460 -0.065
164.442 -0.465 -0.075
164.444 -0.480 -0.065
164.447 -0.480 -0.050
164.450 -0.480 -0.040
164.453 -0.465 -0.040
164.456 -0.470 -0.050
164.458 -0.485 -0.055
164.461 -0.490 -0.080
164.464 -0.485 -0.080
164.467 -0.485 -0.085
164.469 -0.465 -0.105
164.472 -0.470 -0.110
164.475 -0.470 -0.110
164.478 -0.490 -0.105
164.481 -0.480 -0.105
164.483 -0.465 -0.095
164.486 -0.460 -0.100
164.489 -0.470 -0.100
164.492 -0.490 -0.100
164.494 -0.490 -0.105
164.497 -0.495 -0.095
164.500 -0.485 -0.090
164.503 -0.465 -0.090
164.506 -0.470 -0.115
164.508 -0.475 -0.130
164.511 -0.485 -0.130
164.514 -0.485 -0.140
164.517 -0.505 -0.120
164.519 -0.480 -0.130
164.522 -0.485 -0.135
164.525 -0.490 -0.135
164.528 -0.485 -0.140
164.531 -0.490 -0.130
164.533 -0.470 -0.120
164.536 -0.460 -0.120
164.539 -0.470 -0.130
164.542 -0.480 -0.135
164.544 -0.480 -0.125
164.547 -0.475 -0.110
164.550 -0.460 -0.100
164.553 -0.450 -0.100
164.556 -0.450 -0.090
164.558 -0.450 -0.100
164.561 -0.455 -0.080
164.564 -0.445 -0.065
164.567 -0.430 -0.050
164.569 -0.425 -0.045
164.572 -0.410 -0.055
164.575 -0.415 -0.060
164.578 -0.425 -0.060
164.581 -0.415 -0.050
164.583 -0.400 -0.045
164.586 -0.390 -0.045
164.589 -0.370 -0.080
164.592 -0.380 -0.115
164.594 -0.380 -0.115
164.597 -0.375 -0.100
164.600 -0.355 -0.095
164.603 -0.315 -0.100
164.606 -0.305 -0.115
164.608 -0.305 -0.140
164.611 -0.310 -0.140
164.614 -0.310 -0.120
164.617 -0.305 -0.110
164.619 -0.285 -0.105
164.622 -0.280 -0.115
164.625 -0.280 -0.130
164.628 -0.275 -0.125
164.631 -0.265 -0.140
164.633 -0.240 -0.125
164.636 -0.225 -0.145
164.639 -0.240 -0.155
164.642 -0.240 -0.165
164.644 -0.235 -0.160
164.647 -0.245 -0.140
164.650 -0.225 -0.145
164.653 -0.215 -0.145
164.656 -0.210 -0.150
164.658 -0.210 -0.160
164.661 -0.230 -0.165
164.664 -0.225 -0.165
164.667 -0.220 -0.140
164.669 -0.215 -0.135
164.672 -0.220 -0.135
164.675 -0.240 -0.140
164.678 -0.250 -0.145
164.681 -0.260 -0.125
164.683 -0.260 -0.095
164.686 -0.270 -0.090
164.689 -0.275 -0.085
164.692 -0.285 -0.090
164.694 -0.300 -0.075
164.697 -0.310 -0.060
164.700 -0.310 -0.055
164.703 -0.315 -0.040
164.706 -0.325 -0.040
164.708 -0.330 -0.055
164.711 -0.345 -0.075
164.714 -0.355 -0.065
164.717 -0.350 -0.065
164.719 -0.340 -0.085
164.722 -0.350 -0.100
164.725 -0.370 -0.105
164.728 -0.370 -0.105
164.731 -0.365 -0.105
164.733 -0.350 -0.100
164.736 -0.360 -0.100
164.739 -0.350 -0.100
164.742 -0.365 -0.110
164.744 -0.370 -0.110
164.747 -0.375 -0.110
164.750 -0.365 -0.100
164.753 -0.360 -0.105
164.756 -0.370 -0.105
164.758 -0.385 -0.120
164.761 -0.390 -0.120
164.764 -0.375 -0.115
164.767 -0.380 -0.110
164.769 -0.375 -0.130
164.772 -0.370 -0.130
164.775 -0.375 -0.140
164.778 -0.385 -0.135
164.781 -0.385 -0.140
164.783 -0.370 -0.125
164.786 -0.365 -0.145
164.789 -0.385 -0.145
164.792 -0.380 -0.145
164.794 -0.390 -0.140
164.797 -0.385 -0.125
164.800 -0.370 -0.115
164.803 -0.365 -0.100
164.806 -0.360 -0.105
164.808 -0.370 -0.115
164.811 -0.380 -0.105
164.814 -0.360 -0.090
164.817 -0.335 -0.065
164.819 -0.335 -0.050
164.822 -0.345 -0.075
164.825 -0.340 -0.050
164.828 -0.365 -0.060
164.831 -0.365 -0.055
164.833 -0.360 -0.045
164.836 -0.350 -0.060
164.839 -0.355 -0.060
164.842 -0.355 -0.070
164.844 -0.360 -0.090
164.847 -0.355 -0.090
164.850 -0.340 -0.085
164.853 -0.320 -0.100
164.856 -0.320 -0.110
164.858 -0.320 -0.125
164.861 -0.330 -0.120
164.864 -0.325 -0.115
164.867 -0.325 -0.110
164.869 -0.320 -0.100
164.872 -0.315 -0.095
164.875 -0.325 -0.115
164.878 -0.335 -0.115
164.881 -0.335 -0.115
164.883 -0.315 -0.115
164.886 -0.300 -0.125
164.889 -0.315 -0.120
164.892 -0.315 -0.140
164.894 -0.330 -0.140
164.897 -0.335 -0.130
164.900 -0.330 -0.125
164.903 -0.305 -0.130
164.906 -0.295 -0.135
164.908 -0.300 -0.160
164.911 -0.310 -0.150
164.914 -0.295 -0.130
164.917 -0.310 -0.125
164.919 -0.310 -0.125
164.922 -0.310 -0.115
164.925 -0.305 -0.135
164.928 -0.320 -0.125
164.931 -0.315 -0.120
164.933 -0.310 -0.095
164.936 -0.315 -0.090
164.939 -0.305 -0.080
164.942 -0.315 -0.100
164.944 -0.320 -0.085
164.947 -0.310 -0.070
164.950 -0.305 -0.055
164.953 -0.295 -0.060
164.956 -0.290 -0.055
164.958 -0.305 -0.065
164.961 -0.315 -0.050
164.964 -0.300 -0.045
164.967 -0.290 -0.050
164.969 -0.275 -0.070
164.972 -0.280 -0.080
164.975 -0.300 -0.100
164.978 -0.315 -0.105
164.981 -0.315 -0.100
164.983 -0.305 -0.095
164.986 -0.285 -0.095
164.989 -0.295 -0.110
164.992 -0.300 -0.115
164.994 -0.300 -0.120
164.997 -0.300 -0.105
165.000 -0.280 -0.105
165.003 -0.270 -0.095
165.006 -0.275 -0.115
165.008 -0.270 -0.125
165.011 -0.275 -0.135
165.014 -0.275 -0.125
165.017 -0.275 -0.130
165.019 -0.285 -0.135
165.022 -0.280 -0.145
165.025 -0.290 -0.150
165.028 -0.290 -0.140
165.031 -0.285 -0.140
165.033 -0.270 -0.130
165.036 -0.265 -0.135
165.039 -0.280 -0.140
165.042 -0.285 -0.155
165.044 -0.275 -0.155
165.047 -0.260 -0.130
165.050 -0.240 -0.115
165.053 -0.225 -0.120
165.056 -0.220 -0.105
165.058 -0.225 -0.110
165.061 -0.215 -0.105
165.064 -0.215 -0.090
165.067 -0.205 -0.060
165.069 -0.220 -0.055
165.072 -0.220 -0.065
165.075 -0.210 -0.060
165.078 -0.225 -0.050
165.081 -0.210 -0.045
165.083 -0.185 -0.040
165.086 -0.170 -0.050
165.089 -0.155 -0.055
165.092 -0.145 -0.075
165.094 -0.135 -0.085
165.097 -0.105 -0.085
165.100 -0.090 -0.085
165.103 -0.120 -0.090
165.106 -0.135 -0.100
165.108 -0.160 -0.110
165.111 -0.175 -0.125
165.114 -0.170 -0.115
165.117 -0.170 -0.100
165.119 -0.165 -0.110
165.122 -0.170 -0.120
165.125 -0.180 -0.120
165.128 -0.180 -0.115
165.131 -0.205 -0.130
165.133 -0.215 -0.120
165.136 -0.200 -0.120
165.139 -0.200 -0.125
165.142 -0.220 -0.140
165.144 -0.240 -0.150
165.147 -0.250 -0.145
165.150 -0.250 -0.140
165.153 -0.235 -0.145
165.156 -0.240 -0.150
165.158 -0.260 -0.170
165.161 -0.295 -0.165
165.164 -0.315 -0.155
165.167 -0.295 -0.155
165.169 -0.270 -0.145
165.172 -0.290 -0.150
165.175 -0.295 -0.150
165.178 -0.305 -0.145
165.181 -0.300 -0.130
165.183 -0.285 -0.100
165.186 -0.270 -0.100
165.189 -0.280 -0.105
165.192 -0.315 -0.125
165.194 -0.325 -0.115
165.197 -0.320 -0.095
165.200 -0.300 -0.075
165.203 -0.275 -0.080
165.206 -0.275 -0.065
165.208 -0.295 -0.070
165.211 -0.330 -0.065
165.214 -0.325 -0.055
165.217 -0.320 -0.050
165.219 -0.320 -0.065
165.222 -0.325 -0.080
165.225 -0.335 -0.095
165.228 -0.320 -0.115
165.231 -0.205 -0.105
165.233 -0.020 -0.105
165.236 0.185 -0.125
165.239 0.470 -0.120
165.242 0.795 -0.145
165.244 1.100 -0.170
165.247 1.270 -0.200
165.250 1.200 -0.220
165.253 0.950 -0.240
165.256 0.675 -0.245
165.258 0.450 -0.230
165.261 0.270 -0.185
165.264 0.200 -0.150
165.267 0.155 -0.120
165.269 0.075 -0.120
165.272 -0.030 -0.140
165.275 -0.105 -0.145
165.278 -0.150 -0.170
165.281 -0.175 -0.145
165.283 -0.205 -0.140
165.286 -0.220 -0.135
165.289 -0.255 -0.145
165.292 -0.305 -0.165
165.294 -0.345 -0.165
165.297 -0.350 -0.155
165.300 -0.355 -0.145
165.303 -0.350 -0.145
165.306 -0.355 -0.135
165.308 -0.345 -0.150
165.311 -0.360 -0.145
165.314 -0.355 -0.115
165.317 -0.350 -0.100
165.319 -0.335 -0.105
165.322 -0.335 -0.090
165.325 -0.360 -0.095
165.328 -0.385 -0.080
165.331 -0.390 -0.070
165.333 -0.385 -0.070
165.336 -0.375 -0.055
165.339 -0.375 -0.045
165.342 -0.380 -0.070
165.344 -0.400 -0.070
165.347 -0.390 -0.085
165.350 -0.390 -0.085
165.353 -0.375 -0.105
165.356 -0.370 -0.120
165.358 -0.380 -0.130
165.361 -0.380 -0.125
165.364 -0.385 -0.125
165.367 -0.375 -0.115
165.369 -0.360 -0.115
165.372 -0.385 -0.125
165.375 -0.390 -0.140
165.378 -0.415 -0.145
165.381 -0.405 -0.140
165.383 -0.390 -0.125
165.386 -0.375 -0.130
165.389 -0.375 -0.140
165.392 -0.385 -0.150
165.394 -0.395 -0.165
165.397 -0.400 -0.175
165.400 -0.385 -0.155
165.403 -0.380 -0.160
165.406 -0.395 -0.150
165.408 -0.410 -0.155
165.411 -0.410 -0.150
165.414 -0.395 -0.160
165.417 -0.380 -0.155
165.419 -0.370 -0.160
165.422 -0.375 -0.160
165.425 -0.410 -0.155
165.428 -0.410 -0.155
165.431 -0.405 -0.145
165.433 -0.380 -0.135
165.436 -0.370 -0.130
165.439 -0.370 -0.125
165.442 -0.385 -0.120
165.444 -0.390 -0.120
165.447 -0.385 -0.110
165.450 -0.365 -0.075
165.453 -0.350 -0.075
165.456 -0.360 -0.080
165.458 -0.370 -0.080
165.461 -0.385 -0.090
165.464 -0.375 -0.075
165.467 -0.365 -0.080
165.469 -0.355 -0.085
165.472 -0.350 -0.100
165.475 -0.345 -0.130
165.478 -0.340 -0.140
165.481 -0.335 -0.135
165.483 -0.330 -0.130
165.486 -0.320 -0.130
165.489 -0.315 -0.135
165.492 -0.325 -0.150
165.494 -0.330 -0.140
165.497 -0.305 -0.140
165.500 -0.270 -0.130
165.503 -0.250 -0.135
165.506 -0.245 -0.145
165.508 -0.255 -0.165
165.511 -0.255 -0.150
165.514 -0.245 -0.155
165.517 -0.240 -0.150
165.519 -0.235 -0.160
165.522 -0.230 -0.180
165.525 -0.225 -0.170
165.528 -0.230 -0.185
165.531 -0.225 -0.180
165.533 -0.200 -0.175
165.536 -0.190 -0.170
165.539 -0.185 -0.175
165.542 -0.190 -0.185
165.544 -0.190 -0.190
165.547 -0.185 -0.190
165.550 -0.170 -0.160
165.553 -0.175 -0.150
165.556 -0.195 -0.165
165.558 -0.215 -0.165
165.561 -0.215 -0.165
165.564 -0.200 -0.145
165.567 -0.195 -0.135
165.569 -0.200 -0.120
165.572 -0.205 -0.115
165.575 -0.240 -0.120
165.578 -0.260 -0.110
165.581 -0.245 -0.095
165.583 -0.225 -0.075
165.586 -0.245 -0.075
165.589 -0.255 -0.085
165.592 -0.265 -0.100
165.594 -0.295 -0.090
165.597 -0.290 -0.085
165.600 -0.305 -0.085
165.603 -0.305 -0.105
165.606 -0.295 -0.120
165.608 -0.290 -0.140
165.611 -0.310 -0.135
165.614 -0.315 -0.135
165.617 -0.310 -0.130
165.619 -0.315 -0.125
165.622 -0.320 -0.130
165.625 -0.330 -0.150
165.628 -0.335 -0.145
165.631 -0.320 -0.130
165.633 -0.320 -0.130
165.636 -0.335 -0.120
165.639 -0.335 -0.130
165.642 -0.350 -0.140
